,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
360,360,537343,1090,2105,24 hours to live,2017,Brian Smrz,"Paul Anderson, Ethan Hawke, Rutger Hauer, Liam Cunningham",24 hours to live,2017,Brian Smrz,"Ethan Hawke, Xu Qing, Liam Cunningham, Rutger Hauer, Paul Anderson (XVIII), Nathalie Boltt",1
89,89,130992,1883,509,the wall,2017,Doug Liman,"Aaron Taylor-Johnson, John Cena, Laith Nakli",the forger,2015,Philip Martin,"John Travolta, Tye Sheridan, Jennifer Ehle, Abigail Spencer, Anson Mount, Marcus Thomas, Travis Aaron Wade, Lyndon Smith, Julio Oscar Mechoso, Sean Malone, Owen Burke, Steve Sweeney, Bryan Veronneau, Christy Scott Cashman, Bates Wilder, Skyler Wright",0
318,318,466837,306,1872,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",we're the millers,2013,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Kathryn Hahn, Nick Offerman, Molly Quinn, Tomer Sisley, Crystal Nichol, Matthew J. Willig, Luis Guzman, Mark L. Young, Ken Marino, Laura Leigh, Dickson Obahor, Brett Gentile, Kelly Collins Lintz, Lynn Talley, Alan Gilmer, Sam Richardson, Denielle Fisher Johnson, Deborah Chavez, Kevin Dorff, Rawson Marshall Thurber, Kurt Grossi, Dave McElhaney, Brendan Hunt, Scott Adsit, Vickie Eng, Lunden De'Leon, Joey Nappo, Joshua Mikel, Matthew Schweppe, Tonya Bludsworth, Matthew Cornwell, Marcus Viscidi",0
271,271,410705,380,1632,the endless,2017,"Justin Benson, Aaron Moorhead","Callie Hernandez, James Jordan, Emily Montague, Tate Ellington",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÂ­‚Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
93,93,143355,2891,554,boo 2! a madea halloween,2017,Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat",tyler perry's boo! a madea halloween,2016,Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat, Lexy Panterra, Andre Hall, Brock O'Hurn, Liza Koshy, Diamond White, Bella Thorne, Kian Lawley, J.C. Caylen, Jimmy Tatro, Tyga, Joey Nappo, Dee Dubois, Javon Johnson, Angela Ray, Christine Horn, Jason Vail, Andrew Rush, Dominique, Thomas Miles, Lavell Crawford, Corey Holcomb, Aaron Beelner, Bill Humphries, Adele Givens, Davison Willis, Abraham Clinkscales, Coletrane Williams, Khalib McAdams, Will Kommor, Jason Jamal Ligon, RJ Shearer, Ahmed Zakzouk, Michael Hampton, Cody Griffis, Cody Griffis Griffis",0
386,386,583359,90,2294,paddington 2,2017,Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville, Sally Hawkins",pitch perfect 2,2015,Elizabeth Banks,"Anna Kendrick, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Katey Sagal, Skylar Astin, Ben Platt, Anna Camp, Adam DeVine, Alexis Knapp, Hana Mae Lee, Michael Dean Ester, Chrissie Fit, Birgitte Hjort Sjrensen, Flula Borg, Kelley Jakle, Shelley Regner, John Hodgman, Jason Jones, Joe Lo Truglio, Reggie Watts, John Michael Higgins, Elizabeth Banks, Snoop Dogg, David Cross, Keegan-Michael Key, Shawn Carter Peterson, Clay Matthews, David Bakhtiari, Donny Barclay, Josh Sitton, Thomas J. Lang, Jordan Rodgers, Gralen Bryant Banks, Sharon Garrison, Brea Grant, Austin Lyon, Kay Cannon, Natalie Morales, Jake Tapper, Sylvia Weatherspoon, Robert W. Krieger III, Robert W. Krieger III, Joe Scarborough, Mika Brzezinski, Jimmy Kimmel, Rosie O'Donnell, Nicolle Wallace, Rosie Perez, Adam Levine, Christina Aguilera, Pharrell Williams, Blake Shelton, Codie Wiggins, Blake Burt, Ted Moock, Jerry Clark, Phi Vu, Jacinto Rodriguez, Ryan Leeper, Andrew Fitzpatrick (IV), Allie Feder, Steven Ban, Steven Banks, Brandon Lara, Daniel Piglavento, Brent L. Boxberger, Dylan Cheek, Dakota Smith, Jeremy Williams, Samantha Smith, Alexis Lawson, Jordyn McDempsey, Monica Malone, Kimberly Madsen-Thomas, Frances Manzo, Cali Blake, Mitch Grassi, Kevin Olusola, Avi Kaplan, Scott Hoying, Kirstin Maldonado, Trace Gaynor, Dominic Tibayan, Barry Fortgang, Julian Cruz, Virgil Rosales, Joseph Caigoy, Pranay Sharma, Kashish Hora, Hariharan Ravi, Prashant Ramesh, Aneesh Kanakamedala, Marisela Zumbado, Gigi Zumbado, Alison Sahonic, Aakomon ""AJ"" Jones, Kyndra ""Binkie"" Reevey, Naomi James, Britney Chelene Thomas, Michael Odokara-Okigbo",0
468,468,703102,1912,2699,the host,2013,Andrew Niccol,"Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",against the sun,2015,"Brian Falk, Brian Peter Falk","Garret Dillahunt, Tom Felton, Jake Abel, Nadia Parra",0
491,491,738229,378,2852,we're the millers,2013,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",the humbling,2015,Barry Levinson,"Al Pacino, Greta Gerwig, Dianne Wiest, Kyra Sedgwick, Nina Arianda, Charles Grodin, Mandy Patinkin, Dylan Baker, Dan Hedaya, VÂ­ctor Cruz, Maria Conte Di Angelis, Ricky Paull Goldin, Billy Porter, Li Jun Li, Peter Francis James, Emily Dorsch, Maria-Christina Oliveras, Katrina E. Perkins, Angela Cohen, Tim Falter, Zack Robidas, Otoja Abit, Jennifer Regan, Richard Hughes, Karah Serine, Lance Roberts, Andrea Barnes, Derrick Arthur, Steve Rosen, Angelica Guillen, Richard Jordan, Suzan Perry, Taivon McKinney, Dennis Lauricella, Adam Lubarsky, Rebecka Ray, Christopher Brian Roach",0
466,466,701459,1050,2695,foxcatcher,2014,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave",foxcatcher,2014,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Sienna Miller, Vanessa Redgrave, Anthony Michael Hall, Guy Boyd, Brett Rice, Dave Bennett, Jackson Frazer, Samara Lee, Francis J. Murphy III, Jane Mowder, Lee Perkins, Robert Haramia, Daniel Hilt, Bryan Cook, David Zabriskie, Zach Rey, Reece Humphrey, J.D. Bergman, Corey Jantzen, Frederick Feeney, Mark Schultz, Kemp Lee, Jake Herbert, Donald Modrick, Gabrielle B. Burton, Kevin Cooke, Richard E. Chapla Jr., Bill Ehrin, Roger Callard, Dan Anders, Barry Vlanich, Sam Brehm, Stan Dziedzic, David Miller, Bruce Baumgartner, Joey Russo, Ken Williams, Gene Mills, John C. Baxter, Rick Steigerwald, Mark Snider, Jazz Securo, Alan Oppenheimer, Corey Walker",1
92,92,143153,963,546,"hail, caesar!",2016,"Ethan Coen, Joel Coen","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes","hail, caesar!",2016,"Joel Coen, Ethan Coen","Josh Brolin, George Clooney, Tilda Swinton, Ralph Fiennes, Jonah Hill, Frances McDormand, Channing Tatum, Scarlett Johansson, Alden Ehrenreich, Christopher Lambert, Veronica Osorio, Heather Goldenhersh, Alison Pill, Max Baker, Fisher Stevens, Patrick Fischler, Tom Musgrave, David Krumholtz, Greg Baldwin, Patrick Carroll, Fred Melamed, John Bluthal, Alex Karpovsky, Aramazd Stepanian, Allan Havey, Robert Pike Daniel, Robert Picardo, Ian Blackman, Geoffrey Cantor, Robert Trebor, Michael Yama, Ming Zhao, Basil Hoffman, Luke Spencer Roberts, Ralph P. Martin, James Austin Johnson, Noah Baron, Timm Perry, Noel Conlon, Natasha Bassett, Richard Abraham, Jon Daly, Dennis Cockrum, Clancy Brown, Mather Zickel, Tiffany Lonsdale, Clement von Franckenstein, Wayne Knight, Kyle Bornheimer, Jeff Lewis, Josh Cooke, Peter Jason, Stephen Ellis, Jillian Armenante, Jacob Witkin, Jack Huston, Agyness Deyn, Emily Beecham, Benjamin Beatty, J.R. Horne, Caitlin Muelder, E.E. Bell, Kate Morgan Chadwick, Brian Michael Jones, Peter Banifaz, Clifton Samuels, K.C. Reischerl, Jeremy Davis, Marcos Ochoa, Colin Bradbury, Ryan Breslin, Tyler Hanes",1
18,18,19552,220,66,the foreigner,2017,Martin Campbell,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",the ticket,2017,Ido Fluk,"Dan Stevens (IV), Malin Akerman, Kerry BishÃ©, Oliver Platt, Skylar Gaertner, Liza J. Bennett, Peter Mark Kendall, Ekaterina Samsonov, Bettina Skye, Sal Rendino, Harry L. Seddon, Rich Lounello, Richard Lounello, Chella Ferrow, Ron Simons, Natalia Bain, Russell G. Jones, Andrew Polk, Edward C. Crawford, Dorothea Swiac, Lorenzo Beronilla, Zoe Hunter, Nicole Signore, Maryann Urbano, Laurent Rejto, Casey Jones",0
413,413,636618,220,2469,the foreigner,2017,Martin Campbell,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh",0
198,198,304311,1101,1190,the choice,2016,Ross Katz,"Benjamin Walker, Teresa Palmer, Alexandra Daddario, Maggie Grace",the layover,2017,William H. Macy,"Kate Upton, Alexandra Daddario, Matt Barr, Matt Jones (XLVIII), Kal Penn, Molly Shannon, Rob Corddry",0
145,145,204831,253,780,war for the planet of the apes,2017,Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval",war for the planet of the apes,2017,Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Toby Kebbell, Gabriel Chavarria, Judy Greer, Karin Konoval, Terry Notary, Michael D. Adamthwaite, Ty Olsson, Devyn Dalton, Sara Canning, Aleks Paunovic, Amiah Miller, Allesandro Juliani, Max Lloyd-Jones, Timothy Webber, Lauro Chartrand, Shaun Omaid, Roger R. Cross, Mercedes delaZerda, Mercedes De La Zerda, Doug Chapman, James Pizzinato, Chad Rook, Dean Redman, Steve Baran, Sandy Robson, Levi Meaden, Billy Wickman, Albert Nicholas, Kyle Horton, Paul Luongo, Thomas J. Potter, Mathew Yanagiya, Skye Notary, Willow Notary, Finn Notary, Phoenix Notary, Sadie Aperlo, Matilda Aperlo, Andrew Alexander Reeves",1
158,158,227173,38,877,"i, tonya",2017,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson","i, tonya",2018,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Paul Walter Hauser, Julianne Nicholson, Bobby Cannavale, McKenna Grace, Caitlin Carver",1
150,150,210033,909,807,the bfg,2016,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",the intern,2015,Nancy Meyers,"Anne Hathaway, Robert De Niro, Rene Russo, Adam DeVine, Andrew Rannells, Christina Scherer, Drena De Niro, Anders Holm, Nat Wolff, Linda Lavin, Zack Pearlman, Celia Weston, Jojo Kushner, Jason Orley, Steve Vinovich, C.J. Wilson, Mary Kay Place, Erin Mackey, Christina Brucato, Wallis Currie-Wood, Molly Bernard, Paulina Singer, Annie Funke, Christine Evangelista, Julee Cerda, Peter Vack, Nikki Granatell, Liza Binkley, Eshan Bay, Caitlin Kinnunen, Tristan Griffin, Sydney Morton, Brandon Tyler Harris, Elena Shaddow, Liz Holtan, Claire Saunders, G. Keith Alexander, Susie Feldman, Mark D. Sikes, Max Von Essen, George Merrick, Casey Benjamin, Ruby Motz, Emma Angstadt, Eliud Kauffman, Jenny Fellner, Sean Kleier, Elliot Villar, Tiffany Chen, Nikki M. James, Mayumi Miguel, JoAnna Powell, Dan Castiglione, Edie Cowan",0
252,252,385293,731,1512,the equalizer 2,2018,Antoine Fuqua,"Denzel Washington, Pedro Pascal, Bill Pullman, Melissa Leo",the neighbor,2016,Marcus Dunstan,"Alex Essoe, Josh Stewart, Bill Engvall, Luke Edwards, Jaqueline Fleming, Melissa Bolona",0
488,488,731922,1967,2823,sing street,2016,John Carney,"Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor",sing street,2016,John Carney,"Ferdia Walsh-Peelo, Lucy Boynton, Jack Reynor, Maria Doyle Kennedy, Aidan Gillen, Kelly Thornton (II), Mark McKenna, Ben Carolan, Percy Chamburuka, Conor Hamilton, Karl Rice, Ian Kenny, Don Wycherley, Lydia McGuinness",1
167,167,243780,926,957,the shallows,2016,Jaume Collet-Serra,"Blake Lively, scar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas",the night before,2015,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie, Lizzy Caplan, Jillian Bell, Michael Shannon, Mindy Kaling, Lorraine Toussaint, Tracy Morgan, Kanye West, HelÃ©ne Yorke, Aaron Hill, Ilana Glazer, Darrie Lawrence, Nathan Fielder, James Franco, Miley Cyrus, Kamal Angelo Bolden, Baron Davis, Chuck Muckle, Curt Bouril, Brooke Liddell, Kiley Liddell, Jason Mantzoukas, Jason Jones, Clem Cheung, Harolyn Blackwell, Randall Park, Natalie Knepp, Cameron Earl Thrift, Jeremy Vimes, Gabriel Long, Michaela Sprague, Euan Morton, Marilyn O'Connell, Richard Hughes, Theodora Woolley, Stacy Jones, Jamie Arentzen, Jaco Caraco, Mike Schmid, Vashon Johnson, Julia Ross, Danielle Elliott, Brett Weymark",0
85,85,127138,1207,498,the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder",the program,2016,Stephen Frears,"Ben Foster, Jesse Plemons, Chris O'Dowd, Dustin Hoffman, Lee Pace, Guillaume Canet, Denis MÇnochet, Laura Donnelly, Elaine Cassidy, J.D. Evermore, Sam Hoare, ChikÇ Okonkwo, Daniel Stewart, Ancuta Breaban, Jorge Leon Martinez, Barrie Martin, Todd Terry, Jay Moses, John Schwab, Nathan Wiley, Christy Meyers, JD Roth-round, Alex Dobrenko, Guy Potter, Lasco Atkins, Hugh O'brien, David G. Robinson, Lesa Thurman, James Harkness, Nicolas Robin, Alexander Bracq, Edward Hogg, Peter Wight, Chris Larkin, Mark Little, Michael G. Wilson, Sid Phoenix, Josh O'Connor, Saskia Reeves, Chloe Hayward, Adam Le Fevre, Brent Langdon, Julien Vialon, Yves Aubert, Paul Kelleher, Philippe Smolikowski, Lucien Guignard, David Bertrand, Sebastizn Gonzzlez, Simon Paisley Day, Geoffrey Freshwater, Joseph Cairns, Susan Snyder, Kari Kleiv, Nikos Poursanidis, Maria Teresa Creasey, Shellia Kennedy, Rosa Bursztein, Denton Blane Everett, Greg Dorchak, Ian Knauer, Gary Weekes, Maud Kleszcz Luszczynski, Andreas Klier, Thomas Dekker, Liam Holohan, Yanto Barker, Colton Jarisch, Joan Horrach, Hugh Wilson, Dirk Bellemakers, Kristian House, SeServais Knaven, Kevin Hulsmans",0
238,238,374888,99,1473,the meg,2018,Jon Turteltaub,"Ruby Rose, Jason Statham, Rainn Wilson, Robert Taylor",the founder,2017,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini, Patrick Wilson, B.J. Novak, Laura Dern, Justin Randell Brooke, Kate Kneeland, Katie Kneeland, Griff Furst, Wilbur Fitzgerald, David Devries, Andrew Benator, Cara Mantella, Randall Taylor, Lacey King, Jeremy Madden, Rebecka Ray, Adam Rosenberg, Jacinte Blackenship, Jacinte Blankenship, Charles Green, David Silverman (XI), Mike Pniewski, Catherine Dyer, Susan Williams, Franco Castan, Kenny Alfonso, Kabby Borders, Valeri Rogers, Nicolette Goetz, Lauren Denham, Abbey Ferrell, Victor McCay, Steve Coulter, Ric Reitz, Joy Glover Walters, Makabe Ganey, Jody Thompson, Chris Greene, Conrad Whitaker, Afemo Omilami, Joshua Henry, Kim Banta, Devon Ogden, Gerald L. Duckworth, Jen Cohen, Jen Cohn",0
276,276,411066,1192,1632,the giver,2014,Phillip Noyce,"Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÂ­‚Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
66,66,94021,300,365,patriots day,2016,Peter Berg,"Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman",patriots day,2017,Peter Berg,"Mark Wahlberg, J.K. Simmons, John Goodman, Michelle Monaghan, Kevin Bacon, Jimmy O. Yang, Vincent Curatola, Alex Wolff, Jake Picking",1
315,315,454329,260,1817,the danish girl,2015,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw",the lobster,2016,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, LÂ­‚Â©a Seydoux, Ben Whishaw, John C. Reilly, Olivia Colman, Jessica Barden, Angeliki Papoulia, Ashley Jensen, Roger Ashton-Griffiths, Michael Smiley, Ariane Labed, Rosanna Hoult, Ewen Macintosh, Anthony Dougall, Jacqueline Abrahams, Sean Duggan, Roland Ferrandi, James Finnegan, Robert Heaney, Patrick Malone, Kevin McCormack, Kathy Kelly, Garry Mountaine, Judi King Murphy, Laoise Murphy, Imelda Nagle Ryan, Nancy Onu, Ishmael Moalosi, Anthony Moriarty, Matthew O'Brien, Emma O'Shea, Sandra Mason",0
326,326,485769,121,1941,moana,2016,"Ron Clements, John Musker, Don Hall, Chris Williams","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",moana,2016,"Ron Clements, John Musker, Chris Williams , Don Hall","Auli'i Cravalho, Dwayne Johnson, Temuera Morrison, Rachel House, Nicole Scherzinger, Jemaine Clement, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush",1
140,140,201158,1831,768,ted 2,2015,Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",ted 2,2015,Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth, Giovanni Ribisi, Morgan Freeman, Sam J. Jones, Patrick Warburton, Michael Dorn, Bill Smitrovich, John Slattery, Cocoa Brown, John Carroll Lynch, Ron Canada, Liam Neeson, Dennis Haysbert, Patrick Stewart, Tom Brady, Jay Leno, Jimmy Kimmel, Kate McKinnon, Bobby Moynihan, Taran Killam, William Xifaras",1
101,101,151113,303,582,the gift,2015,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",we the parents,2013,James Takata,"Pastor Kerry Allison, Ben Austin, Jason Bartlett, Kevin Daniels, Mari Falcone, Clay Crutchfield, Burt Welleford, Jun Yao",0
418,418,638400,2137,2472,the void,2016,"Jeremy Gillespie, Steven Kostanski","Aaron Poole, Kenneth Welsh, Daniel Fathers, Kathleen Munroe",kill the messenger,2014,Michael Cuesta,"Jeremy Renner, Rosemarie DeWitt, Ray Liotta, Tim Blake Nelson, Paz Vega, Mary Elizabeth Winstead, Michael Sheen, Robert Patrick, Barry Pepper, Andy Garcia, Joshua Close, Oliver Platt, Michael Kenneth Williams, Jena Sims, Robert Pralgo, Hajji Golightly, Ted Huckabee, Lucas Hedges, Matthew Lintz, Douglas Parker, Kai Schmoll, Aaron Farb, Tom Jordan, Clay Edmond Kraski, Yul VÂ¡zquez, Kristen Danch-Powell, Jen Harper, Manuel Rodriguez, Brett Rice, Jonathan Fritschi, Gil Bellows, Steve Coulter, Kenny Alfonso, Dan Futterman, Susan Walters, Richard Schiff, David de Vries, David Garver, Rhoda Griffis, Andrew Masset, E. Roger Mitchell, Kevin Harrison, Michael H. Cole",0
2,2,6233,2282,17,amityville: the awakening,2017,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace, Cameron Monaghan",the revenant,2015,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Paul Anderson (XVIII), Lukas Haas, Melaw Nakehk'o, Brad Carter, Brendan Fletcher, Kristoffer Joner, Grace Dove Syme, Kory Grim, Dave Burchill, Christopher Rosamund, Robert Moloney, Vincent Leclerc, Joshua Burge, Christopher Rosamond, Chris Ippolito, Mark Krysko, McCaleb Burnett, Duane Howard, Fabrice Adde, Arthur Redcloud, Tyson Wood, Stephane Legault, Amelia Crow Shoe, Emmanuel Bilodeau, Peter Strand Rumple, Cole Vandale, Tom Guiry, Scott Olynek, Jamie Medicine Crane, Timothy Lyle, Chesley Wilson, Veronica Marlowe, Clarence Hoof, Adrian McMorran, Alexandre Bisping, Dion Little Child, C. Adam Leigh, Blake Wildcat, Paul Young Pine, Javiar Lopez, Cody Big Tobacco, Haysam Kadri, Dallas Young Pine, Anthony Starlight, Michael Fraser, Scott Duncan, Mariah Old Shoes, Isaiah Tootoosis, Jeffrey Olynek, Kevin Corey, Daniel Rampanen, Jordan Crawford",0
416,416,636942,2952,2469,the guest,2014,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh",0
