,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
153,153,222731,394,848,the house,2017,Andrew Jay Cohen,"Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas",the meddler,2016,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Jerrod Carmichael, Cecily Strong, Lucy Punch, Michael McKean, Jason Ritter, Sarah Baker, Casey Wilson, Amy Landecker, Billy Magnussen, Megalyn Echikunwoke, Jo Jordan, Lou Volpe, Tony Amendola, Robert Picardo, Irina Maleeva, Shiri Appleby, Harry Hamlin, Laura San Giacomo, Rebecca Drysdale, Randall Park, Bill Fagerbakke, Marques Ray, Roger Aaron Brown, Corey Reynolds, Jae Suh Park",0
55,55,74656,990,302,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the banshee chapter,2014,Blair Erickson,"Katia Winter, Ted Levine, Michael McMillian, Jenny Gabrielle, Monique Candelaria, David Midthunder, Cyd Schulte, Chad Brummett, Corey Moosa, Vivian Nesbitt, William Sterchi, Alex Gianopoulos, John Lawlor, Kevin Wiggins, J.D. Garfield, Tone Forrest, Maud de Proost",0
170,170,246734,1542,980,the book of life,2014,Jorge R. Gutirrez,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",out of the furnace,2013,Scott Cooper,"Christian Bale, Woody Harrelson, Casey Affleck, Zoe Saldana, Sam Shepard, Forest Whitaker, Willem Dafoe, Dendrie Taylor, Carl Ciarfalio, Nancy Mosser Bailey, Bingo O'Malley, Tom Bower, Bobby Wolfe, Charles David Richards, John Kleer, Boyd Holbrook, Corey Rieger, Jack Erdie, Gordon Michaels, Jason Greear, Elias Lemon, Tommy Lafitte, Angela Kauffman",0
406,406,621313,1207,2412,the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder",the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Vincent D'Onofrio, Billy Bob Thornton, Leighton Meester, Jeremy Strong, Dax Shepard, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster, Lonnie Farmer, Matt Riedy, Mark Kiely, Jeremy S. Holm, Catherine M. Cummings, Tamara Hickey, Paul-Emile Cendron, Ian Nelson, Carol S. Austin, Marcus D'Angelo, Michael Celata, Bobby Bryan, Cody Pettola, Johnny Orlando, Gary Wayne Farris, Ras Enoch McCurdie, Ian Blackman, John Talalas, Darryl Edwards, Joel Brady, Sarah Burns, Ara Glenn-Johanson, Ara Glenn, Kate Crowley, Peter Michael McDonald, Michael Patrick Kane, Lance Norris, Lenny Clarke, Frank Ridley, Duncan Putney, Pun Bandhu, Jamison Haase, Lucien Spelman, Timothy John Smith, Jonathan Ziese, Brian McGrail, Joyce Greenleaf, Enn Reitel",0
311,311,453411,2795,1814,the hero,2017,Brett Haley,"Sam Elliott, Laura Prepon, Krysten Ritter, Nick Offerman",the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Aviv Alush, Radha Mitchell, Alice Braga, Graham Greene (II), Tim McGraw, Sumire Matsubara, Am��lie Eve, Megan Charpentier, Gage Munroe, Ryan Robbins, Derek Hamilton, Jordyn Ashley Olson, Lane Edwards, Christopher Britton, Carson Reaume, Laura MacKillop",0
295,295,439436,677,1755,now you see me 2,2016,Jon M. Chu,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco",now you see me 2,2016,Jon M. Chu,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Lizzy Caplan, Daniel Radcliffe, Dave Franco, Morgan Freeman, Michael Caine, Jay Chou, Sanaa Lathan, David Warshofsky, Tsai Chin, William Henderson, Richard Laing, Henry Lloyd-Hughes, Brick Patrick, Zach Gregory, Ben Lamb, Fenfen Huang, Aaron Ly, Cyd Casados, Jem Wilner, James Richard Marshall, Alexa Brown, Karl McMillan, Jim Pirri, Christopher Logan, Varada Sethu, Michael Walters, Justine Wachsberger, Simon Connolly, Dino Fetscher, Martin Delaney, Nichole Bird, Danielle Bird, Krystal Ellsworth, Jessica Keller, Michael Cooke, Luis A. Rosado, John Cooke, Michael McKenzie, Greg McKenzie, Tai Yin Chan, Bruce Chong, Marianne Malek, Krysada Phounsiri, Karl Hussain",1
498,498,755082,327,2914,the magnificent seven,2016,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",the guest,2014,Adam Wingard,"Dan Stevens (IV), Leland Orser, Lance Reddick, Sheila Kelley, Maika Monroe, Brendan Meyer, Tabitha Shaun, Chase Williamson, Joel David Moore, Steven John Brown, Brenden Wedner, Alex Knight, Ethan Embry, Nancy Jeris, Matt Page, Katie Anne Mitchell, Frank Bond, Mike Miller, Jesse Luken, Kelsey Montoya, Justin Ramsey, Tyler Riegleman, Justin Yu, Lonnie Lane, AJ Bowen, Chris Ellis, Candice Patton, Chris Harding",0
191,191,302248,1202,1168,boyhood,2014,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith",boyhood,2014,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Lorelei Linklater, Elijah Smith, Steven Prince, Bonnie Cross, Sydney Orta, Libby Villari, Marco Perella, Jamie Howard, Andrew Villarreal, Shane Graham, Tess Allen, Ryan Power, Sharee Fowler, Mark Finn, Charlie Sexton, Byron Jenkins, Holly Moore, David Blackwell, Barbara Chisholm, Matthew Martinez-Arndt, Cassidy Rose Johnson, Cambell Westmoreland, Jennifer Griffin, Garry Peters, Merrille McCommas, Tamara Jolaine, Jordan Howard, Andrew Bunten, Tyler Strother, Evie Louise Thompson, Brad Hawkins, Savannah Welch, Mika Odom, Sinjin Venegas, Nick Krause, Derek Chase, Angela Rawna, Megan Devine, Jenni Tooley, Landon Collier, Roland Ruiz, Richard Jones, Karen Jones, Gordon Friday, Tom McTigue, Sam Dillon, Martel Summers, David Clark, Zoe Graham, Jesse Tilton, Richard Robichaux, Will Harris, Indica Shaw, Bruce Salmon, Wayne Sutton, Joe Sundell, Sean Tracey, Ben Hodges, Daniel Zeh, Chris Doubek, Andrea Chen, Mona Lee, Bill Wise, Alina Linklater, Charlotte Linklater, Genevieve Kinney, Elijah Ford, Kyle Crusham, Conrad Choucroun, Maximillian McNamara, Taylor Weaver, Jessi Mechler",1
331,331,499147,1886,1981,the discovery,2017,Charlie McDowell,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",the boss,2016,Ben Falcone,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Kristen Schaal, Kathy Bates, Parker Young, Cecily Strong, Margo Martindale, Tyler Labine, Ella Anderson, Timothy C. Simons, Mary Sohn, Eva Peterson, Aleandra Newcomb, Annie Mumolo, Presley Coley, Ben Falcone, Michael McDonald, Rob Pralgo, Larry Dorf, Cedric Yarbrough, Mark Oliver, Rico Ball, Carla Fisher, Sharon Conley, Joel Esperanza, Morgan Hinkleman, Steve Mallory, Nick Arapoglou, Gayle King, Chandler Head, Vivian Falcone, Isabella Amara, Damon Jones, T-Pain, Dylan Cheek, Jasmine Harper, Parker Allen, Devon Li, John Jeffrey, Allison Williams, Desiree Dixon, Jordan Galloway",0
52,52,71335,1823,283,the loft,2014,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, Geneviève Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, Geneviève Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels",0
74,74,115073,1496,450,the boy,2016,William Brent Bell,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",only the brave,2017,Joseph Kosinski,"Josh Brolin, Miles Teller, Jennifer Connelly, Jeff Bridges, James Badge Dale, Taylor Kitsch, Andie MacDowell, Alex Russell, Ben Hardy, Scott Haze, Geoff Stults, Thad Luckinbill, Jake Picking",0
26,26,37145,1181,140,the lone ranger,2013,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",the wolverine,2013,James Mangold,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada, Svetlana Khodchenkova, Brian Tee, Hal Yamanouchi, Will Yun Lee, Ken Yamamura, Famke Janssen, Saverio Di Biagio, Francisco Payó González, Shinji Ikefuji, Joseph Coors, Jr., Nobuaki Kakuda, Yu Shao-Kang, Andrew G. Cesana, Conrad Coleby, Taris Tyler, Bela B. Felsenheimer, Necie Owens, Barbara Pindar Smith, Allan Popple, Geoff Burke, Yasuyo Shiba, Mani Bhattacharjee, Sylvain Arsenta, Steven Milligan, Tom Wilson, Sr., Gonzalo Calzada, Jason R. Goode, Johnny Shroyer, Kuni Hashimoto, Erich Chikashi-Linzbichler, Shingo Usami, Naoya Ogawa, Lilian Benson, Takashi Matsuyama, Masa Yamaguchi, Eric Laciste, Alexandre Iglesias, Garret Sato, Feroz Khan, Yoji Tatsuta, Yoshinori Fukushige, Hiroshi Kasuga (II), Yumiko Nakamura, David Conley (V), Keiko Matsumoto, Louis Okada",0
454,454,678462,252,2621,the mummy,2017,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah",1
4,4,6278,306,17,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",the revenant,2015,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Paul Anderson (XVIII), Lukas Haas, Melaw Nakehk'o, Brad Carter, Brendan Fletcher, Kristoffer Joner, Grace Dove Syme, Kory Grim, Dave Burchill, Christopher Rosamund, Robert Moloney, Vincent Leclerc, Joshua Burge, Christopher Rosamond, Chris Ippolito, Mark Krysko, McCaleb Burnett, Duane Howard, Fabrice Adde, Arthur Redcloud, Tyson Wood, Stephane Legault, Amelia Crow Shoe, Emmanuel Bilodeau, Peter Strand Rumple, Cole Vandale, Tom Guiry, Scott Olynek, Jamie Medicine Crane, Timothy Lyle, Chesley Wilson, Veronica Marlowe, Clarence Hoof, Adrian McMorran, Alexandre Bisping, Dion Little Child, C. Adam Leigh, Blake Wildcat, Paul Young Pine, Javiar Lopez, Cody Big Tobacco, Haysam Kadri, Dallas Young Pine, Anthony Starlight, Michael Fraser, Scott Duncan, Mariah Old Shoes, Isaiah Tootoosis, Jeffrey Olynek, Kevin Corey, Daniel Rampanen, Jordan Crawford",1
414,414,636691,2450,2469,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the wedding ringer,2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett, Jorge Garcia, Dan Gill, Corey Holcomb, Ken Howard, Colin Kane, Cloris Leachman, Jenifer Lewis, Alan Ritchson, Mimi Rogers, Aaron Takahashi, Olivia Thirlby, Whitney Cummings, Ignacio Serricchio, Nicky Whelan, Patrick Carlyle, Glozell Green, Tristin Mays, Robert Towers, Neal Israel, Justine Ezarik, Tyler Michael Brown, Peter Gilroy, Josh Peck, Hal Jeffrin, Rawson Marshall Thurber, Amy Okuda, Jeffrey Ross, Joe Namath, John Riggins, Ed Jones, David Burr, Anthony L. Fernandez, Lisa Donovan, Jessica Grace Namath, Olivia Rose Namath, Tracey Graves, Steve Greene, Steve Terada, Ashley Jones, Lindsay Pearce, Jackie Wade, Nikki Leigh",0
330,330,492396,1909,1963,fallen,2016,Scott Hicks,"Lola Kirke, Hermione Corfield, Joely Richardson, Addison Timlin",fallen,2017,Scott Hicks,"Addison Timlin, Jeremy Irvine, Daisy Head, Joely Richardson, Lola Kirke, Harrison Gilbertson, Hermione Corfield",1
253,253,387804,181,1521,the hitman's bodyguard,2017,Patrick Hughes,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung",the hitman's bodyguard,2017,Patrick Hughes,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Salma Hayek, Elodie Yung, Joaquim de Almeida, Kirsty Mitchell, Richard E. Grant",1
5,5,6505,769,17,the 5th wave,2016,J Blakeson,"Chlo Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",the revenant,2015,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Paul Anderson (XVIII), Lukas Haas, Melaw Nakehk'o, Brad Carter, Brendan Fletcher, Kristoffer Joner, Grace Dove Syme, Kory Grim, Dave Burchill, Christopher Rosamund, Robert Moloney, Vincent Leclerc, Joshua Burge, Christopher Rosamond, Chris Ippolito, Mark Krysko, McCaleb Burnett, Duane Howard, Fabrice Adde, Arthur Redcloud, Tyson Wood, Stephane Legault, Amelia Crow Shoe, Emmanuel Bilodeau, Peter Strand Rumple, Cole Vandale, Tom Guiry, Scott Olynek, Jamie Medicine Crane, Timothy Lyle, Chesley Wilson, Veronica Marlowe, Clarence Hoof, Adrian McMorran, Alexandre Bisping, Dion Little Child, C. Adam Leigh, Blake Wildcat, Paul Young Pine, Javiar Lopez, Cody Big Tobacco, Haysam Kadri, Dallas Young Pine, Anthony Starlight, Michael Fraser, Scott Duncan, Mariah Old Shoes, Isaiah Tootoosis, Jeffrey Olynek, Kevin Corey, Daniel Rampanen, Jordan Crawford",0
