,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
298,441019,990,1767,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong (II), Isla Fisher, Penelope Cruz, Rebel Wilson, Annabelle Wallis, Ian McShane, Gabourey Sidibe, Scott Adkins, David Harewood, Sam Hazeldine, Freddie Crowder, Jon-Jon Lockwood, Shaun Thomas, Claudia Adshead, Lex Shrapnel, David James, Rory Keenan, Tamsin Egerton, Johnny Vegas, Ricky Tomlinson, Margaret Jackman, John Thomson, Lewis Johnson, Gabriel Chay Palmer, Steve Scott, Jorge de Juan, Matt Baldwin, Yusuf Hofri, Rebecca Front, Bob Cryer, Peter Baynham, Kyle Rowe, Miles Evans, Amaan Hendricks, Zak Sutcliffe, Mika Behrman, Laura ThÃ­Â©rÃ­‚se, Janie Booth, Paul Thornley, Jason Furnival, Joanna Bobin, Nathan Joel Jukes, Jamie Chambers, Ryan Pickard, Callum Joseph King-Chadwick, Jamie Ben Chambers, John Bradley, Callum Joseph King, Nick Boraine, Feyi Babalola, Barkhad Abdi, Clifford 'Zorro' Sidloy, Nhlanhla Mkhwanazi, Craig Macrae, Hennie Bosman, Robert Wilfort, Clive Tyldesley, Andy Townsend, Clayton Evertson, Affif Ben Badra, Stefano Pasianot, Jordi Castello, Michelene Deppe, Mihhail Sibul, Raheem Sterling, Patrick John Walton, Patrick Walton, Nick Sampson, Danny Green, Jamie Glassman, Alex Lowe, Miles Jupp, Mark Theodore, Alex Lanipekun, Sam Redford, Anthony Hines",0
299,441094,1207,1767,the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder",the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong (II), Isla Fisher, Penelope Cruz, Rebel Wilson, Annabelle Wallis, Ian McShane, Gabourey Sidibe, Scott Adkins, David Harewood, Sam Hazeldine, Freddie Crowder, Jon-Jon Lockwood, Shaun Thomas, Claudia Adshead, Lex Shrapnel, David James, Rory Keenan, Tamsin Egerton, Johnny Vegas, Ricky Tomlinson, Margaret Jackman, John Thomson, Lewis Johnson, Gabriel Chay Palmer, Steve Scott, Jorge de Juan, Matt Baldwin, Yusuf Hofri, Rebecca Front, Bob Cryer, Peter Baynham, Kyle Rowe, Miles Evans, Amaan Hendricks, Zak Sutcliffe, Mika Behrman, Laura ThÃ­Â©rÃ­‚se, Janie Booth, Paul Thornley, Jason Furnival, Joanna Bobin, Nathan Joel Jukes, Jamie Chambers, Ryan Pickard, Callum Joseph King-Chadwick, Jamie Ben Chambers, John Bradley, Callum Joseph King, Nick Boraine, Feyi Babalola, Barkhad Abdi, Clifford 'Zorro' Sidloy, Nhlanhla Mkhwanazi, Craig Macrae, Hennie Bosman, Robert Wilfort, Clive Tyldesley, Andy Townsend, Clayton Evertson, Affif Ben Badra, Stefano Pasianot, Jordi Castello, Michelene Deppe, Mihhail Sibul, Raheem Sterling, Patrick John Walton, Patrick Walton, Nick Sampson, Danny Green, Jamie Glassman, Alex Lowe, Miles Jupp, Mark Theodore, Alex Lanipekun, Sam Redford, Anthony Hines",1
300,441290,1818,1767,the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong (II), Isla Fisher, Penelope Cruz, Rebel Wilson, Annabelle Wallis, Ian McShane, Gabourey Sidibe, Scott Adkins, David Harewood, Sam Hazeldine, Freddie Crowder, Jon-Jon Lockwood, Shaun Thomas, Claudia Adshead, Lex Shrapnel, David James, Rory Keenan, Tamsin Egerton, Johnny Vegas, Ricky Tomlinson, Margaret Jackman, John Thomson, Lewis Johnson, Gabriel Chay Palmer, Steve Scott, Jorge de Juan, Matt Baldwin, Yusuf Hofri, Rebecca Front, Bob Cryer, Peter Baynham, Kyle Rowe, Miles Evans, Amaan Hendricks, Zak Sutcliffe, Mika Behrman, Laura ThÃ­Â©rÃ­‚se, Janie Booth, Paul Thornley, Jason Furnival, Joanna Bobin, Nathan Joel Jukes, Jamie Chambers, Ryan Pickard, Callum Joseph King-Chadwick, Jamie Ben Chambers, John Bradley, Callum Joseph King, Nick Boraine, Feyi Babalola, Barkhad Abdi, Clifford 'Zorro' Sidloy, Nhlanhla Mkhwanazi, Craig Macrae, Hennie Bosman, Robert Wilfort, Clive Tyldesley, Andy Townsend, Clayton Evertson, Affif Ben Badra, Stefano Pasianot, Jordi Castello, Michelene Deppe, Mihhail Sibul, Raheem Sterling, Patrick John Walton, Patrick Walton, Nick Sampson, Danny Green, Jamie Glassman, Alex Lowe, Miles Jupp, Mark Theodore, Alex Lanipekun, Sam Redford, Anthony Hines",0
301,441313,1886,1767,the discovery,2017,Charlie McDowell,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong (II), Isla Fisher, Penelope Cruz, Rebel Wilson, Annabelle Wallis, Ian McShane, Gabourey Sidibe, Scott Adkins, David Harewood, Sam Hazeldine, Freddie Crowder, Jon-Jon Lockwood, Shaun Thomas, Claudia Adshead, Lex Shrapnel, David James, Rory Keenan, Tamsin Egerton, Johnny Vegas, Ricky Tomlinson, Margaret Jackman, John Thomson, Lewis Johnson, Gabriel Chay Palmer, Steve Scott, Jorge de Juan, Matt Baldwin, Yusuf Hofri, Rebecca Front, Bob Cryer, Peter Baynham, Kyle Rowe, Miles Evans, Amaan Hendricks, Zak Sutcliffe, Mika Behrman, Laura ThÃ­Â©rÃ­‚se, Janie Booth, Paul Thornley, Jason Furnival, Joanna Bobin, Nathan Joel Jukes, Jamie Chambers, Ryan Pickard, Callum Joseph King-Chadwick, Jamie Ben Chambers, John Bradley, Callum Joseph King, Nick Boraine, Feyi Babalola, Barkhad Abdi, Clifford 'Zorro' Sidloy, Nhlanhla Mkhwanazi, Craig Macrae, Hennie Bosman, Robert Wilfort, Clive Tyldesley, Andy Townsend, Clayton Evertson, Affif Ben Badra, Stefano Pasianot, Jordi Castello, Michelene Deppe, Mihhail Sibul, Raheem Sterling, Patrick John Walton, Patrick Walton, Nick Sampson, Danny Green, Jamie Glassman, Alex Lowe, Miles Jupp, Mark Theodore, Alex Lanipekun, Sam Redford, Anthony Hines",0
302,441408,2397,1771,still alice,2014,"Richard Glatzer, Wash Westmoreland","Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth",still alice,2015,"Richard Glatzer, Wash Westmoreland","Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth, Hunter Parrish, Shane McRae, Seth Gilliam, Stephen Kunken, Erin Darke, Daniel Gerroll, Quincy Tyler Bernstine, Maxine Prescott, Orlagh Cassidy, Rosa Arredondo, Zillah Glory, Caridad Martinez, Caleb Freundlich, Charlotte Robson",1
303,442250,1053,1773,independence day: resurgence,2016,Roland Emmerich,"Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe",independence day: resurgence,2016,Roland Emmerich,"Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe, William Fichtner, Travis Tope, Charlotte Gainsbourg, Judd Hirsch, Jessie T. Usher, Brent Spiner, Vivica A. Fox, Angelababy, Sela Ward, Grace Huang (II), McKenna Grace, Deobia Oparei, Patrick St. Esprit, Garrett Wareing, James A. Woods, Ron Yuan, Nicolas Wright, Hays Wellford, Zeb Sanders, Lance Lim, Cory Kapahulehua, Donovan Tyee Smith, Ava Del Cielo, Nathaniel Augustson, Joey King, Ryan Cartwright, Alice Rietveld, Gbenga Akinnagbe, Joshua Mikel, Grizelda Quintana, Chin Han Ng, Monique Candelaria, Justin Raleigh, Morse Bicknell, Alma Sisneros, John Storey, Catharine Pilafas, Robert Neary, Otis Winston, Travis Hammer, Kenny Leu, Stephen Oyoung, Beth Bailey, Mark Falvo, Brandon Hampton, Omar Diop, Stafford Douglas, Michael Love Toliver, Sam Quinn, Jacob Browne, Humberto Castro, Katrina Kavanaugh, Robert Douglas, Stephen M. Hardin, Jade Kammerman, Auroroa Antonio, Diana Gaitirira, Gabriel Schmidt, Akshay Patel, David Devereaux, Hans Obma, Shawn Lecrone, Mark S. Allen, Marika Day, David Stanford, Nate Warren, Richard Beal, Danny Winn, David Grant Wright, Nathan Brimmer, Gregory Paul Valdez, Jacob Christopher Johnson, Christian Simpson, Jeffrey M. Williams, Jerry Walker, Jetto Dorsainville, Valerie Adams, Jason E. Hill, Alexander Daniel Pimentel, Dave Racki, Vaughn Odenbrett, Faber Dewar, Andrew James Bleidner, Matthew Munroe, Johnny Otto, Edward A. Duran, Jamie H. Jung, Jonathan Lane, Andrei Lapionak, Justin Arnsworth, Raiden Integra, Brian Barela, John D. Grissom, Colt Balok, Patrick Juarez",1
304,443602,925,1776,hunt for the wilderpeople,2016,Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",hunt for the wilderpeople,2016,Taika Waititi,"Julian Dennison, Sam Neill, Rima Te Wiata, Rachel House, Oscar Kightley, Rhys Darby, Stan Walker, Cohen Holloway, Mike Minogue, Troy Kingi, Tioreore Ngatai-Melbourne, Taika Waititi, Hamish Parkinson, Stu Giles, Lloyd Scott, Selina Woulfe, Mabelle Dennison, Sonia Spyve, Timothy Herbert, John Campbell, Mihingarangi Forbes, Nadine Chalmers Ross, Sam Wallace",1
305,447969,220,1797,the foreigner,2017,Martin Campbell,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",burying the ex,2015,Joe Dante,"Anton Yelchin, Ashley Greene, John Hora, Alexandra Daddario, Oliver Cooper, Ozioma Akagha, Mark Alan, Gabrielle Christian, Archie Hahn III, Stephanie Koenig, Wyndoline Landry, Katie Roberts, Mary Kate Wiles, Dick Miller, Julia Marchese, Mindy Robinson, Mary Woronov",0
306,449349,1324,1799,dawn of the planet of the apes,2014,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee",dawn of the planet of the apes,2014,Matt Reeves,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Kodi Smit-McPhee, Kirk Acevedo, Judy Greer, Toby Kebbell, Karin Konoval, Terry Notary, Enrique Murciano Jr., Nick Thurston, Jon Eyez, Laramie Shaw, Lee Ross, Keir O'Donnell, Kevin Rankin, Jocko Sims, Al Vicente, Matthew James, Richard King, Scott Alexander Lang, Scott Lang, Deneen Tyler, Mustafa Harris, Lombardo Boyar, Mike Seal, J.D. Evermore, Chase Boltin, Michael Papajohn, Thomas Rosales Jr., Carol Sutton, Christopher Berry",1
307,450015,256,1807,the jungle book,2016,Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba",the walk,2015,Robert Zemeckis,"Joseph Gordon-Levitt, Charlotte Le Bon, Ben Kingsley, James Badge Dale",0
308,451310,2283,1808,the paperboy,2012,Lee Daniels,"Matthew McConaughey, Nicole Kidman, John Cusack, Zac Efron",beyond the edge,2014,Leanne Pooley,"Chad Moffitt, Sonam P. Sherpa, John Wraight, Joshua Rutter, Dan Musgrove, Erroll Shand, Phurenje Tshering, Jimmy Kunsang, Calum Grant, Matthew Metcalfe, Dawa Sherpa, Nima Wangchhu Sherpa",0
309,451549,1165,1810,brad's status,2017,Mike White,"Ben Stiller, Austin Abrams, Jenna Fischer, Michael Sheen",brad's status,2017,Mike White,"Ben Stiller, Austin Abrams, Michael Sheen, Luke Wilson, Jenna Fischer, Jemaine Clement",1
310,451771,2476,1811,the nut job 2: nutty by nature,2017,Cal Brunker,"Will Arnett, Maya Rudolph, Bobby Cannavale, Bobby Moynihan",the nut job 2: nutty by nature,2017,Cal Brunker,"Will Arnett, Katherine Heigl, Maya Rudolph, Jackie Chan, Sebastian Maniscalco, Jeff Dunham, Robert Tinkler, Bobby Moynihan, Gabriel Iglesias, Bobby Cannavale, Peter Stormare, Isabela Moner",1
311,453411,2795,1814,the hero,2017,Brett Haley,"Sam Elliott, Laura Prepon, Krysten Ritter, Nick Offerman",the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Aviv Alush, Radha Mitchell, Alice Braga, Graham Greene (II), Tim McGraw, Sumire Matsubara, AmÃ­Â©lie Eve, Megan Charpentier, Gage Munroe, Ryan Robbins, Derek Hamilton, Jordyn Ashley Olson, Lane Edwards, Christopher Britton, Carson Reaume, Laura MacKillop",0
312,453681,2848,1814,the duel,2016,Kieran Darcy-Smith,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen",the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Aviv Alush, Radha Mitchell, Alice Braga, Graham Greene (II), Tim McGraw, Sumire Matsubara, AmÃ­Â©lie Eve, Megan Charpentier, Gage Munroe, Ryan Robbins, Derek Hamilton, Jordyn Ashley Olson, Lane Edwards, Christopher Britton, Carson Reaume, Laura MacKillop",0
313,453729,871,1814,the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Aviv Alush, Radha Mitchell, Alice Braga, Graham Greene (II), Tim McGraw, Sumire Matsubara, AmÃ­Â©lie Eve, Megan Charpentier, Gage Munroe, Ryan Robbins, Derek Hamilton, Jordyn Ashley Olson, Lane Edwards, Christopher Britton, Carson Reaume, Laura MacKillop",1
314,454259,127,1817,the beguiled,2017,Sofia Coppola,"Nicole Kidman, Kirsten Dunst, Elle Fanning, Colin Farrell",the lobster,2016,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, LÃ­Â©a Seydoux, Ben Whishaw, John C. Reilly, Olivia Colman, Jessica Barden, Angeliki Papoulia, Ashley Jensen, Roger Ashton-Griffiths, Michael Smiley, Ariane Labed, Rosanna Hoult, Ewen Macintosh, Anthony Dougall, Jacqueline Abrahams, Sean Duggan, Roland Ferrandi, James Finnegan, Robert Heaney, Patrick Malone, Kevin McCormack, Kathy Kelly, Garry Mountaine, Judi King Murphy, Laoise Murphy, Imelda Nagle Ryan, Nancy Onu, Ishmael Moalosi, Anthony Moriarty, Matthew O'Brien, Emma O'Shea, Sandra Mason",0
315,454329,260,1817,the danish girl,2015,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw",the lobster,2016,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, LÃ­Â©a Seydoux, Ben Whishaw, John C. Reilly, Olivia Colman, Jessica Barden, Angeliki Papoulia, Ashley Jensen, Roger Ashton-Griffiths, Michael Smiley, Ariane Labed, Rosanna Hoult, Ewen Macintosh, Anthony Dougall, Jacqueline Abrahams, Sean Duggan, Roland Ferrandi, James Finnegan, Robert Heaney, Patrick Malone, Kevin McCormack, Kathy Kelly, Garry Mountaine, Judi King Murphy, Laoise Murphy, Imelda Nagle Ryan, Nancy Onu, Ishmael Moalosi, Anthony Moriarty, Matthew O'Brien, Emma O'Shea, Sandra Mason",0
316,457345,255,1834,the big sick,2017,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",the monster,2016,Bryan Bertino,"Zoe Kazan, Scott Speedman, Ella Ballentine, Aaron Douglas, Chris Webb, Christine Ebadi",0
317,466739,2177,1872,the lorax,2012,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms",we're the millers,2013,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Kathryn Hahn, Nick Offerman, Molly Quinn, Tomer Sisley, Crystal Nichol, Matthew J. Willig, Luis Guzman, Mark L. Young, Ken Marino, Laura Leigh, Dickson Obahor, Brett Gentile, Kelly Collins Lintz, Lynn Talley, Alan Gilmer, Sam Richardson, Denielle Fisher Johnson, Deborah Chavez, Kevin Dorff, Rawson Marshall Thurber, Kurt Grossi, Dave McElhaney, Brendan Hunt, Scott Adsit, Vickie Eng, Lunden De'Leon, Joey Nappo, Joshua Mikel, Matthew Schweppe, Tonya Bludsworth, Matthew Cornwell, Marcus Viscidi",0
318,466837,306,1872,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",we're the millers,2013,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Kathryn Hahn, Nick Offerman, Molly Quinn, Tomer Sisley, Crystal Nichol, Matthew J. Willig, Luis Guzman, Mark L. Young, Ken Marino, Laura Leigh, Dickson Obahor, Brett Gentile, Kelly Collins Lintz, Lynn Talley, Alan Gilmer, Sam Richardson, Denielle Fisher Johnson, Deborah Chavez, Kevin Dorff, Rawson Marshall Thurber, Kurt Grossi, Dave McElhaney, Brendan Hunt, Scott Adsit, Vickie Eng, Lunden De'Leon, Joey Nappo, Joshua Mikel, Matthew Schweppe, Tonya Bludsworth, Matthew Cornwell, Marcus Viscidi",0
319,472946,2946,1890,ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Ken Jeong, Olivia Munn, Benjamin Bratt, Bruce McGill, Michael Edward Rose, Sherri Shepherd, Arturo Del Puerto, T.I., Eric Lee Goins, Carlos Gomez, Utkarsh Ambudkar, Glen Powell, Nadine Velazquez, Bresha Webb, Jessica Bialick, Michelle Pieroway, Shelby Courtney, James Martin Kelly, Robert Pralgo, Tyrese Gibson, Ricky Russert, Christopher Johnson, David Porras, Derek Carver, Shamea Morton, Jay Amor, Peter Parente, Rey Hernandez, Isabella Fleetwood, Rachel Faulkner, Elizabeth Godwin, Yolanda Adams, Jennifer Badger, Christina De Leon, Ana Ayora, Ace Marrero, Andrew Ortega, Junes B. Zahdi, Elizabeth Ramos, Jeremy Wayne Carley, Freddie Poole, Josh Diogo, Donny Carrington, Jabari Simba, Henry Kingi, Christopher Lennertz, Bruce Tanis",1
320,474561,1585,1892,the best of me,2014,Michael Hoffman,"James Marsden, Michelle Monaghan, Luke Bracey, Liana Liberato",the hobbit: the battle of the five armies,2014,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ian Holm, Elijah Wood, Cate Blanchett, John Callen, Stephen Hunter, Mark Hadlow, Andy Serkis, Peter Hambleton, James Nesbitt, Adam Brown, Aidan Turner, Graham McTavish, Bret McKenzie, Dean O'Gorman, Lee Pace, Stephen Fry, Orlando Bloom, Luke Evans, Evangeline Lilly, Barry Humphries, Benedict Cumberbatch, Ken Stott, William Kircher, Jed Brophy, Hugo Weaving, Christopher Lee, Mikael Persbrandt, Ryan Gage, John Bell, Peggy Nesbitt, Mary Nesbitt, Manu Bennett, John Tui, Billy Connolly, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Simon London, Conan Stevens, Dane Allan Smith, Miranda Harcourt, Thomasin McKenzie, Erin Banks, Brian Hotter, Timothy Bartlett, Merv Smith, Martin Kwok, Dee Bradley Baker, Olof Johnsson, Otep Shamaya, Debra Wilson, Sylvester McCoy",0
321,475281,1159,1894,the duff,2015,Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",the way way back,2013,"Jim Rash, Nat Faxon","Steve Carell, Toni Collette, Allison Janney, Liam James, Sam Rockwell, Zoe Levin, Maya Rudolph, Amanda Peet, AnnaSophia Robb, Rob Corddry",0
322,476428,1719,1902,masterminds,2016,Jared Hess,"Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball",masterminds,2016,Jared Hess,"Zach Galifianakis, Owen Wilson, Kristen Wiig, Ken Marino, Jason Sudeikis, Devin Ratray, Jon Daly, Leslie Jones, Mary Elizabeth Ellis, Kate McKinnon, Rhoda Griffis, Daniel Zacapa, Matt Corboy, Fred Galle, Nicole Michele Sobchack, Barry J. Ratcliffe, Jill Jane Clements, Tom Werme, Njema Williams, Nils Cruz, Michael Angel Fraguada, Christian Gonzalez, Karsten Friske, Dallas J. Edwards, Shelton Grant, Laura Palka, Reegus Flenory, Joseph S. Wilson, Jee An, Nicole Sobchack, Vincent Garcia, Eizzil Cintron Valenzuela, Anne Johnson, Timothy Timms, Kevin J. O'Connor, Jay Amor, Allegra Nova, Marlo Scheitler, Chris Matheny, Wil Smith Smith, Danny Comden, Candace Blanchard, Gabriel Manak, Wynn Reichert, Ross Kimball, Josue Gutierrez, Ron Stafford, Miller Carbon",1
323,479176,2130,1911,riddick,2013,David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Moll",riddick,2013,David Twohy,"Vin Diesel, Jordi Molla, Matt Nable, Karl Urban, Katee Sackhoff, Bokeem Woodbine, Dave Bautista, Conrad Pla, Raoul Trujillo, Nolan Gerard Funk, Danny Blanco-Hall, Noah Danby, Neil Napier, Andreas Apergis, Keri Hilson, Charlie Marie Dupont, Jan Gerste, Antoinette Kalaj, Vera Sokolovskaya",1
324,481306,2283,1921,the paperboy,2012,Lee Daniels,"Matthew McConaughey, Nicole Kidman, John Cusack, Zac Efron",the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau, Nicki Minaj, Taylor Kinney, Don Johnson, Kenneth Maharaj, Alyshia Ochse, VÃ­_ctor Cruz, Madison McKinley, David Thornton, Olivia Culpo, John ""B.J."" Bryant, Chelsea Turnbo, Brooke Stacy Mills, Raushanna Simmons, Cheryl Horne, Virginia Cassavetes, Nancy DeMayo, Nina Barry, Colin Bannon, Zac LaRoc, Jennifer Lee Crowl, Katherine Andreassen, Daniel Reton, Tony Costa, Alex Stebbins, Yueh Hwa Chan, Meki Saldana, Craig ""Radioman"" Castaldo, Sarah Tymon, Jude Donnelly, Gordon B. Andrews, Cucu Diamantes, AndrÃ­Â©s Levin",0
325,481677,546,1922,sherlock holmes: a game of shadows,2011,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams",a case of you,2013,Kat Coiro,"Justin Long, Evan Rachel Wood, Keir O'Donnell, Sam Rockwell, Peter Dinklage, Brendan Fraser, Busy Philipps, Sienna Miller, Vince Vaughn, Gideon Glick, Mizuo Peck, Adam Johnson, Jee Young Han, Jenn Harris, Demosthenes Chrysan, Lynn Cohen, David Margulies, Tom Morrissey, Priscilla Lopez, Emilio Delgado, Danielle Quisenberry, Savannah Wise, Nick Fondulis, Charlotte Kendrick, Laura Jordan, Peter Billingsley, Scott Adsit, Manny Siverio, Devin Flores",0
326,485769,121,1941,moana,2016,"Ron Clements, John Musker, Don Hall, Chris Williams","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",moana,2016,"Ron Clements, John Musker, Chris Williams , Don Hall","Auli'i Cravalho, Dwayne Johnson, Temuera Morrison, Rachel House, Nicole Scherzinger, Jemaine Clement, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush",1
327,487843,611,1944,the intern,2015,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",the funhouse massacre,2015,Andy Palmer,"Chasty Ballesteros, Jere Burns, Sterling Sulieman, Erick Chavarria, Courtney Gains, Scottie Thompson, Michael Eric Reid, Ben Begley, Mars Crain, Robert Englund, Matt Angel, Johanna McGinley, Candice De Visser, Clint Howard, E.E. Bell",0
328,489612,1532,1949,sleepless,2017,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union",sleepless,2017,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union, David Harbour, T.I., Scoot McNairy, Octavius J. Johnson",1
329,492218,1577,1961,the vault,2017,Dan Bush,"James Franco, Scott Haze, Taryn Manning, Francesca Eastwood",the masked saint,2016,Warren P. Sonoda,"Brett Granstaff, Diahann Carroll, Lara Jean Chorostecki, Roddy Piper, T.J. McGibbon, James Preston Rogers, Mykel Shannon Jenkins, Patrick McKenna, Scott Nichol, Joan Gregson, Danielle Benton, Dwain Murphy, Rob deLeeuw, Jen Pogue, Alexis McDowell, Darcy Roy, RJ Skinner, Ann Pirvu, Sonya Ostrowski-Masotti, Sonya Ostrowski, Tanya Boychuk, Jim Calarco, Nick Baillie, Jordan Marques, Rob Thomson, Aidan Bass, Robert Smelt, Steve Gagne, Dylan Bryson, Dylan Cook, Joanna Freytag, Wayne Watkins, Mark Fisher, Matt Connors (VIII), Sophie Ostrowski, Santanna Kring, Randy Morton",0
330,492396,1909,1963,fallen,2016,Scott Hicks,"Lola Kirke, Hermione Corfield, Joely Richardson, Addison Timlin",fallen,2017,Scott Hicks,"Addison Timlin, Jeremy Irvine, Daisy Head, Joely Richardson, Lola Kirke, Harrison Gilbertson, Hermione Corfield",1
331,499147,1886,1981,the discovery,2017,Charlie McDowell,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",the boss,2016,Ben Falcone,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Kristen Schaal, Kathy Bates, Parker Young, Cecily Strong, Margo Martindale, Tyler Labine, Ella Anderson, Timothy C. Simons, Mary Sohn, Eva Peterson, Aleandra Newcomb, Annie Mumolo, Presley Coley, Ben Falcone, Michael McDonald, Rob Pralgo, Larry Dorf, Cedric Yarbrough, Mark Oliver, Rico Ball, Carla Fisher, Sharon Conley, Joel Esperanza, Morgan Hinkleman, Steve Mallory, Nick Arapoglou, Gayle King, Chandler Head, Vivian Falcone, Isabella Amara, Damon Jones, T-Pain, Dylan Cheek, Jasmine Harper, Parker Allen, Devon Li, John Jeffrey, Allison Williams, Desiree Dixon, Jordan Galloway",0
332,499234,60,1982,the death of stalin,2017,Armando Iannucci,"Steve Buscemi, Simon Russell Beale, Jeffrey Tambor, Andrea Riseborough",the sea of trees,2016,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton, James Saito, Hyunri, Susan Garibotto, Anna Friedman, Mark Burzenski, Owen Burke, Richard Levine, Ryoko Seta, Ai Yoshihara, Phyllis A. Gordon, Jeffrey Corazzini, Michael Steven Swanson, J.T. Turner, Joseph Oliveira, Steve Dougherty, Ami Haruna, Charles Van Eman, Jimi Stanton, Simba Dibinga, Joseph Baken, Roy Y. Chan",0
333,499598,2789,1982,the siege of jadotville,2016,Richie Smyth,"Richard Lukunku, Danny Sapani, Andrew Stock, Mark Strong",the sea of trees,2016,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton, James Saito, Hyunri, Susan Garibotto, Anna Friedman, Mark Burzenski, Owen Burke, Richard Levine, Ryoko Seta, Ai Yoshihara, Phyllis A. Gordon, Jeffrey Corazzini, Michael Steven Swanson, J.T. Turner, Joseph Oliveira, Steve Dougherty, Ami Haruna, Charles Van Eman, Jimi Stanton, Simba Dibinga, Joseph Baken, Roy Y. Chan",0
334,501993,85,1987,the disaster artist,2017,James Franco,"James Franco, Dave Franco, Ari Graynor, Seth Rogen",the disaster artist,2017,James Franco,"James Franco, Seth Rogen, Dave Franco, Josh Hutcherson, Alison Brie, Zac Efron, Kate Upton, Jacki Weaver, Ari Graynor",1
335,502631,1577,1987,the vault,2017,Dan Bush,"James Franco, Scott Haze, Taryn Manning, Francesca Eastwood",the disaster artist,2017,James Franco,"James Franco, Seth Rogen, Dave Franco, Josh Hutcherson, Alison Brie, Zac Efron, Kate Upton, Jacki Weaver, Ari Graynor",0
